NOTATION,INSPECTION AREA,STREET_NO,STREET_NAME,DATA_STATUS,COMP_TYPE,STREET_DIRECTION,ADDRESS,SUB_TYPE,APPROVED,X_COORD,Y_COORD,PARCEL,NUMBER_KEY,COMMUNITY_CODE,COMMUNITY,ESRI_OID,
KEEP THE BUILDING VACANT,0490,3512,TRIMBLE AV,CIVIL1  ,CBHCODE ,  ,3512 TRIMBLE AV,VACANT  ,N,1410869,421993,005700050014      ,B201904165,11,EVANSTON,1257,
CONDEMNATION,0430,682,TUXEDO PL,VSUSPEND,CBHCODEC,  ,682 TUXEDO PL,VACANT  ,N,1403058,418357,007000010114      ,BC20180061,29,WALNUT HILLS,1258,
CONDEMNATION,0430,684,TUXEDO PL,ORDERS  ,CBHCODEC,  ,684 TUXEDO PL,VACANT  ,N,1403093,418354,007000010058      ,BC20180740,29,WALNUT HILLS,1259,
KEEP THE BUILDING VACANT,0420,626,UNION ST,CIVIL2  ,CBHCODE ,  ,626 UNION ST,VACANT  ,N,1402561,420016,010500010023      ,B201609790,31,AVONDALE,1260,
CONDEMNATION,1090,1935,UTAH AV,ORDERS  ,CBHCODE ,  ,1935 UTAH AV,VACANT  ,N,1384468,414676,,B201509778,,EAST PRICE HILL,1261,
KEEP THE BUILDING VACANT,0260,112,VALENCIA ST,CRIMINAL,CBHCODE ,  ,112 VALENCIA ST,VACANT  ,N,1397548,415198,009300020124      ,B201302564,24,MT AUBURN,1262,
CONDEMNATION,0260,112,VALENCIA ST,CIVIL1  ,CBHCODE ,  ,112 VALENCIA ST,VACANT  ,N,1397548,415198,009300020124      ,B201707085,24,MT AUBURN,1263,
KEEP THE BUILDING VACANT,0260,130,VALENCIA ST,ORDERS  ,CBHCODE ,  ,130 VALENCIA ST,VACANT  ,N,1397836,415234,009300020135      ,B201904525,24,MT AUBURN,1264,
KEEP THE BUILDING VACANT,0830,3559,VAN ANTWERP PL,ORDERS  ,CBHCODE ,  ,3559 VAN ANTWERP PL,VACANT  ,N,1403020,423999,011200060045      ,B201906983,31,AVONDALE,1265,
CONDEMNATION,0830,3560,VAN ANTWERP PL,HAZARD  ,CBHCODE ,  ,3560 VAN ANTWERP PL,VACANT  ,N,1403194,423965,011200060076      ,B201806787,31,AVONDALE,1266,
CONDEMNATION,0830,3564,VAN ANTWERP PL,CIVIL2  ,CBHCODE ,  ,3564 VAN ANTWERP PL,VACANT  ,N,1403200,424006,011200060075      ,B201707464,31,AVONDALE,1267,
CONDEMNATION,0830,3565,VAN ANTWERP PL,ORDERS  ,CBHCODE ,  ,3565 VAN ANTWERP PL,VACANT  ,N,1403060,424033,011200060047      ,B201806046,31,AVONDALE,1268,
CONDEMNATION,0750,7121,VAN KIRK AV,CIVIL1  ,CBHCODE ,  ,7121 VAN KIRK AV,VACANT  ,N,1406643,441987,023900020137      ,B201805963,20,CARTHAGE,1269,
KEEP THE BUILDING VACANT,0750,7301,VAN KIRK AV,ORDERS  ,CBHCODE ,  ,7301 VAN KIRK AV,VACANT  ,N,1406700,442366,023900020019      ,B201904808,20,CARTHAGE,1270,
KEEP THE BUILDING VACANT,0270,2116,VAN LEAR ST,ORDERS  ,CBHCODE ,  ,2116 VAN LEAR ST,VACANT  ,N,1396350,414571,009500050035      ,B201906870,17,FAIRVIEW-CLIFTON HEIGHTS,1271,
CONDEMNATION,0270,2120,VAN LEAR ST,FINLNOTC,CBHCODE ,  ,2120 VAN LEAR ST,VACANT  ,N,1396383,414601,009500050036      ,B201706104,17,FAIRVIEW-CLIFTON HEIGHTS,1272,
KEEP THE BUILDING VACANT,0270,2124,VAN LEAR ST,ORDERS  ,CBHCODE ,  ,2124 VAN LEAR ST,VACANT  ,N,1396419,414629,009500050039      ,B201906915,17,FAIRVIEW-CLIFTON HEIGHTS,1273,
CONDEMNATION,0270,2131,VAN LEAR ST,FINLNOTC,CBHCODE ,  ,2131 VAN LEAR ST,VACANT  ,N,1396342,414639,009500050049      ,B201706103,17,FAIRVIEW-CLIFTON HEIGHTS,1274,
KEEP THE BUILDING VACANT,0370,2912,VAUGHN ST,ORDERS  ,CBHCODE ,  ,2912 VAUGHN ST,VACANT  ,N,1399396,419071,010400040115      ,B201907331,30,CORRYVILLE,1275,
KEEP THE BUILDING VACANT,0290,2351,VICTOR ST,FINLNOTC,CBHCODE ,  ,2351 VICTOR ST,VACANT  ,N,1394418,416846,010000010020      ,B201903644,17,FAIRVIEW-CLIFTON HEIGHTS,1276,
KEEP THE BUILDING VACANT,0290,2353,VICTOR ST,ORDERS  ,CBHCODE ,  ,2353 VICTOR ST,VACANT  ,N,1394408,416873,010000010019      ,B201902963,17,FAIRVIEW-CLIFTON HEIGHTS,1277,
KEEP THE BUILDING VACANT,0120,1412,VINE ST,FINLNOTC,CBHCODE ,  ,1412 VINE ST,VACANT  ,N,1396725,411153,008000010183      ,B200807162,28,OVER-THE-RHINE,1278,
KEEP THE BUILDING VACANT,0120,1428,VINE ST,ORDERS  ,CBHCODE ,  ,1428 VINE ST,VACANT  ,N,1396695,411318,008000010063      ,B200802927,28,OVER-THE-RHINE,1279,
KEEP THE BUILDING VACANT,0120,1434,VINE ST,ORDERS  ,CBHCODEC,  ,1434 VINE ST,VACANT  ,N,1396660,411353,008000010246      ,BC20180701,28,OVER-THE-RHINE,1280,
KEEP THE BUILDING VACANT,0110,1513,VINE ST,ORDERS  ,CBHCODE ,  ,1513 VINE ST,VACANT  ,N,1396540,411445,008100040069      ,B201104706,28,OVER-THE-RHINE,1281,
KEEP THE BUILDING VACANT,0110,1517,VINE ST,ORDERS  ,CBHCODE ,  ,1517 VINE ST,VACANT  ,N,1396508,411484,008100040068      ,B200905669,28,OVER-THE-RHINE,1282,
HISTORIC -DANGEROUS & UNSAFE,0110,1527,VINE ST,CIVIL1  ,CBHCODE ,  ,1527 VINE ST,VACANT  ,N,1396491,411595,008100040063      ,B201300069,28,OVER-THE-RHINE,1283,
KEEP THE BUILDING VACANT,0110,1531,VINE ST,VSUSPEND,CBHCODEC,  ,1531 VINE ST,VACANT  ,N,1396482,411637,008100040061      ,BC20180565,28,OVER-THE-RHINE,1284,
KEEP THE BUILDING VACANT,0180,1629,VINE ST,ORDERS  ,CBHCODE ,  ,1629 VINE ST,VACANT  ,N,1396408,412136,009400080398      ,B201806306,28,OVER-THE-RHINE,1285,
KEEP THE BUILDING VACANT,0190,1646,VINE ST,VSUSPEND,CBHCODEC,  ,1646 VINE ST,VACANT  ,N,1396538,412307,009400070021      ,BC20190159,28,OVER-THE-RHINE,1286,
KEEP THE BUILDING VACANT,0190,1648,VINE ST,CRIMINAL,CBHCODE ,  ,1648 VINE ST,VACANT  ,N,1396509,412322,009400070020      ,B201402152,28,OVER-THE-RHINE,1287,
KEEP THE BUILDING VACANT,0190,1700,VINE ST,VSUSPEND,CBHCODE ,  ,1700 VINE ST,VACANT  ,N,1396510,412343,009400070018      ,B201904461,28,OVER-THE-RHINE,1288,
KEEP THE BUILDING VACANT,0180,1701,VINE ST,FINLNOTC,CBHCODE ,  ,1701 VINE ST,VACANT  ,N,1396400,412323,009400080228      ,B201600198,28,OVER-THE-RHINE,1289,
KEEP THE BUILDING VACANT,0180,1707,VINE ST,PETITION,CBHCODE ,  ,1707 VINE ST,VACANT  ,N,1396380,412374,009400080229      ,B201904347,28,OVER-THE-RHINE,1290,
KEEP THE BUILDING VACANT,0180,1707,VINE ST,CIVIL2  ,CBHCODE ,  ,1707 VINE ST,VACANT  ,N,1396380,412374,009400080229      ,B200906688,28,OVER-THE-RHINE,1291,
HISTORIC -DANGEROUS & UNSAFE,0190,1708,VINE ST,ORDERS  ,CBHCODE ,  ,1708 VINE ST,VACANT  ,N,1396476,412431,009400070330      ,B201806039,28,OVER-THE-RHINE,1292,
KEEP THE BUILDING VACANT,0180,1709,VINE ST,VSUSPEND,CBHCODE ,  ,1709 VINE ST,VACANT  ,N,1396386,412395,009400080374      ,B201806037,28,OVER-THE-RHINE,1293,
KEEP THE BUILDING VACANT,0190,1714,VINE ST,VSUSPEND,CBHCODE ,  ,1714 VINE ST,VACANT  ,N,1396470,412503,009400070012      ,B201807761,28,OVER-THE-RHINE,1294,
HISTORIC -DANGEROUS & UNSAFE,0180,1717,VINE ST,ORDERS  ,CBHCODEC,  ,1717 VINE ST,VACANT  ,N,1396356,412469,009400080235      ,BC20150232,28,OVER-THE-RHINE,1295,
KEEP THE BUILDING VACANT,0180,1721,VINE ST,ORDERS  ,CBHCODE ,  ,1721 VINE ST,VACANT  ,N,1396360,412522,009400080237      ,B201504317,28,OVER-THE-RHINE,1296,
KEEP THE BUILDING VACANT,0190,1732,VINE ST,VSUSPEND,CBHCODEC,  ,1732 VINE ST,VACANT  ,N,1396420,412689,009400070001      ,BC20180177,28,OVER-THE-RHINE,1297,
KEEP THE BUILDING VACANT,0180,1733,VINE ST,VSUSPEND,CBHCODE ,  ,1733 VINE ST,VACANT  ,N,1396316,412641,009400080357      ,B201806307,28,OVER-THE-RHINE,1298,
KEEP THE BUILDING VACANT,0180,1735,VINE ST,PETITION,CBHCODE ,  ,1735 VINE ST,VACANT  ,N,1396317,412662,009400080242      ,B201904698,28,OVER-THE-RHINE,1299,
KEEP THE BUILDING VACANT,0180,1737,VINE ST,FINLNOTC,CBHCODE ,  ,1737 VINE ST,VACANT  ,N,1396286,412681,009400080243      ,B201701970,28,OVER-THE-RHINE,1300,
HISTORIC -DANGEROUS & UNSAFE,0190,1806,VINE ST,PREPROS ,CBHCODE ,  ,1806 VINE ST,VACANT  ,N,1396420,412818,009400050318      ,B201105381,28,OVER-THE-RHINE,1301,
KEEP THE BUILDING VACANT,0190,1810,VINE ST,ORDERS  ,CBHCODE ,  ,1810 VINE ST,VACANT  ,N,1396409,412852,009400050315      ,B201802711,28,OVER-THE-RHINE,1302,
KEEP THE BUILDING VACANT ,0190,1818,VINE ST,ORDERS  ,CBHCODEC,  ,1818 VINE ST,VACANT  ,N,1396378,412928,009400050310      ,BC20130331,28,OVER-THE-RHINE,1303,
KEEP THE BUILDING VACANT,0180,1833,VINE ST,ORDERS  ,CBHCODE ,  ,1833 VINE ST,VACANT  ,N,1396254,413116,009400080378      ,B201507588,28,OVER-THE-RHINE,1304,
KEEP THE BUILDING VACANT,0190,1914,VINE ST,CRIMINAL,CBHCODE ,  ,1914 VINE ST,VACANT  ,N,1396310,413333,009400050164      ,B201507500,28,OVER-THE-RHINE,1305,
HISTORIC -DANGEROUS & UNSAFE,0190,1918,VINE ST,CIVIL1  ,CBHCODE ,  ,1918 VINE ST,VACANT  ,N,1396310,413390,009400050138      ,B201803598,28,OVER-THE-RHINE,1306,
KEEP THE BUILDING VACANT,0290,1919,VINE ST,VSUSPEND,CBHCODE ,  ,1919 VINE ST,VACANT  ,N,1396190,413521,009500030077      ,B201806826,28,FAIRVIEW-CLIFTON HEIGHTS,1307,
CONDEMNATION,0190,1920,VINE ST,FINLNOTC,CBHCODE ,  ,1920 VINE ST,VACANT  ,N,1396311,413418,009400050131      ,B200901970,28,OVER-THE-RHINE,1308,
KEEP THE BUILDING VACANT,0290,1921,VINE ST,VSUSPEND,CBHCODE ,  ,1921 VINE ST,VACANT  ,N,1396189,413549,009500030078      ,B201806813,28,FAIRVIEW-CLIFTON HEIGHTS,1309,
KEEP THE BUILDING VACANT,0290,1923,VINE ST,ORDERS  ,CBHCODE ,  ,1923 VINE ST,VACANT  ,N,1396185,413568,009500030064      ,B201610622,28,FAIRVIEW-CLIFTON HEIGHTS,1310,
HISTORIC -DANGEROUS & UNSAFE,0190,2010,VINE ST,CRIMPREP,CBHCODEC,  ,2010 VINE ST,VACANT  ,N,1396279,413825,009400040167      ,BC20170402,28,OVER-THE-RHINE,1311,
HISTORIC -DANGEROUS & UNSAFE,0190,2012,VINE ST,CRIMPREP,CBHCODEC,  ,2012 VINE ST,VACANT  ,N,1396241,413839,009400040166      ,BC20170404,28,OVER-THE-RHINE,1312,
HISTORIC -DANGEROUS & UNSAFE,0190,2014,VINE ST,CRIMPREP,CBHCODEC,  ,2014 VINE ST,VACANT  ,N,1396238,413854,009400040165      ,BC20170403,28,OVER-THE-RHINE,1313,
HISTORIC -DANGEROUS & UNSAFE,0190,2016,VINE ST,CRIMPREP,CBHCODE ,  ,2016 VINE ST,VACANT  ,N,1396248,413883,009400040164      ,B201705660,28,OVER-THE-RHINE,1314,
KEEP THE BUILDING VACANT,0190,2022,VINE ST,CRIMPREP,CBHCODE ,  ,2022 VINE ST,VACANT  ,N,1396276,413953,009400040155      ,B201704716,28,OVER-THE-RHINE,1315,
HISTORIC -DANGEROUS & UNSAFE,0270,2025,VINE ST,CIVIL2  ,CBHCODE ,  ,2025 VINE ST,VACANT  ,N,1396110,414121,009500050021      ,B201610676,17,FAIRVIEW-CLIFTON HEIGHTS,1316,
KEEP THE BUILDING VACANT,0270,2031,VINE ST,CRIMINAL,CBHCODE ,  ,2031 VINE ST,VACANT  ,N,1396112,414173,009500050023      ,B201406935,17,FAIRVIEW-CLIFTON HEIGHTS,1317,
HISTORIC -DANGEROUS & UNSAFE,0270,2035,VINE ST,ORDERS  ,CBHCODE ,  ,2035 VINE ST,VACANT  ,N,1396141,414210,009500050025      ,B201906872,17,FAIRVIEW-CLIFTON HEIGHTS,1318,
KEEP THE BUILDING VACANT,0270,2103,VINE ST,CRIMPREP,CBHCODE ,  ,2103 VINE ST,VACANT  ,N,1396140,414290,009500050201      ,B201405316,17,FAIRVIEW-CLIFTON HEIGHTS,1319,
HISTORIC -DANGEROUS & UNSAFE,0270,2107,VINE ST,ORDERS  ,CBHCODE ,  ,2107 VINE ST,VACANT  ,N,1396194,414330,009500050027      ,B201906867,17,FAIRVIEW-CLIFTON HEIGHTS,1320,
KEEP THE BUILDING VACANT,0270,2143,VINE ST,PREPROS ,CBHCODE ,  ,2143 VINE ST,VACANT  ,N,1396513,414589,009500050046      ,B201703713,17,FAIRVIEW-CLIFTON HEIGHTS,1321,
KEEP THE BUILDING VACANT,0270,2145,VINE ST,ORDERS  ,CBHCODE ,  ,2145 VINE ST,VACANT  ,N,1396530,414604,009500050054      ,B201703741,17,FAIRVIEW-CLIFTON HEIGHTS,1322,
HISTORIC -DANGEROUS & UNSAFE,0270,2151,VINE ST,ORDERS  ,CBHCODE ,  ,2151 VINE ST,VACANT  ,N,1396551,414652,009500050055      ,B201907811,17,FAIRVIEW-CLIFTON HEIGHTS,1323,
HISTORIC -DANGEROUS & UNSAFE,0270,2153,VINE ST,DUPLICAT,CBHCODE ,  ,2153 VINE ST,VACANT  ,N,1396564,414668,009500050057      ,B201907847,17,FAIRVIEW-CLIFTON HEIGHTS,1324,
HISTORIC -DANGEROUS & UNSAFE,0270,2153,VINE ST,ORDERS  ,CBHCODE ,  ,2153 VINE ST,VACANT  ,N,1396564,414668,009500050057      ,B201908026,17,FAIRVIEW-CLIFTON HEIGHTS,1325,
CONDEMNATION,0260,2270,VINE ST,CIVIL2  ,CBHCODE ,  ,2270 VINE ST,VACANT  ,N,1397058,415444,009300020019      ,B201704080,24,MT AUBURN,1326,
HISTORIC -DANGEROUS & UNSAFE,0290,243,RENNER ST,VSUSPEND,CBHCODE ,  ,243 RENNER ST,VACANT  ,N,1394847,414548,009500020048      ,B201608730,28,FAIRVIEW-CLIFTON HEIGHTS,1327,
KEEP THE BUILDING VACANT,0290,245,RENNER ST,CRIMINAL,CBHCODE ,  ,245 RENNER ST,VACANT  ,N,1394829,414553,009500020047      ,B201104744,28,FAIRVIEW-CLIFTON HEIGHTS,1328,
KEEP THE BUILDING VACANT,0290,247,RENNER ST,CIVIL2  ,CBHCODE ,  ,247 RENNER ST,VACANT  ,N,1394813,414561,009500020046      ,B201902708,28,FAIRVIEW-CLIFTON HEIGHTS,1329,
HISTORIC -DANGEROUS & UNSAFE,0290,249,RENNER ST,CIVIL1  ,CBHCODE ,  ,249 RENNER ST,VACANT  ,N,1394787,414559,009500020045      ,B201907067,28,FAIRVIEW-CLIFTON HEIGHTS,1330,
HISTORIC -DANGEROUS & UNSAFE,0290,251,RENNER ST,FINLNOTC,CBHCODE ,  ,251 RENNER ST,VACANT  ,N,1394782,414592,009500020044      ,B201601739,28,FAIRVIEW-CLIFTON HEIGHTS,1331,
CONDEMNATION,0180,273,RENNER ST,HAZARD  ,CBHCODE ,  ,273 RENNER ST,VACANT  ,N,1394513,414709,009600040148      ,B201404193,28,OVER-THE-RHINE,1332,
KEEP THE BUILDING VACANT,0180,275,RENNER ST,CIVIL1  ,CBHCODE ,  ,275 RENNER ST,VACANT  ,N,1394487,414709,009600040147      ,B201303259,28,OVER-THE-RHINE,1333,
CONDEMNATION,0180,275,RENNER ST,ORDERS  ,CBHCODE ,  ,275 RENNER ST,VACANT  ,N,1394487,414709,009600040147      ,B201906829,28,OVER-THE-RHINE,1334,
KEEP THE BUILDING VACANT,0110,1513,REPUBLIC ST,PREPROS ,CBHCODE ,  ,1513 REPUBLIC ST,VACANT  ,N,1396310,411398,008100040031      ,B201303379,28,OVER-THE-RHINE,1335,
HISTORIC -DANGEROUS & UNSAFE,0110,1525,REPUBLIC ST,ORDERS  ,CBHCODE ,  ,1525 REPUBLIC ST,VACANT  ,N,1396280,411529,008100040026      ,B201303381,28,OVER-THE-RHINE,1336,
HISTORIC -DANGEROUS & UNSAFE,0180,1627,REPUBLIC ST,PREPROS ,CBHCODE ,  ,1627 REPUBLIC ST,VACANT  ,N,1396274,412081,009400080098      ,B201306138,28,OVER-THE-RHINE,1337,
KEEP THE BUILDING VACANT,0180,1808,REPUBLIC ST,VSUSPEND,CBHCODE ,  ,1808 REPUBLIC ST,VACANT  ,N,1396230,412845,009400080344      ,B201806273,28,OVER-THE-RHINE,1338,
KEEP THE BUILDING VACANT,0180,1808,REPUBLIC ST,ORDERS  ,CBHCODE ,  ,1808 REPUBLIC ST,VACANT  ,N,1396230,412845,009400080344      ,B201507280,28,OVER-THE-RHINE,1339,
KEEP THE BUILDING VACANT,0180,1828,REPUBLIC ST,PREPROS ,CBHCODE ,  ,1828 REPUBLIC ST,VACANT  ,N,1396182,413072,009400080353      ,B201507589,28,OVER-THE-RHINE,1340,
KEEP THE BUILDING VACANT,1250,6405,REVERE AV,CRIMINAL,CBHCODE ,  ,6405 REVERE AV,VACANT  ,N,1347834,411407,016400080019      ,B201104952,10,SAYLER  PARK,1341,
KEEP THE BUILDING VACANT,0780,5129,RHODE ISLAND AV,CIVIL1  ,CBHCODE ,  ,5129 RHODE ISLAND AV,VACANT  ,N,1412882,431823,011900010035      ,B201806051,19,BOND HILL,1342,
CONDEMNATION,0260,2201,RICE ST,PETITION,CBHCODE ,  ,2201 RICE ST,VACANT  ,N,1396997,414358,009300030050      ,B201906292,24,MT AUBURN,1343,
KEEP THE BUILDING VACANT,0260,2219,RICE ST,CIVIL2  ,CBHCODE ,  ,2219 RICE ST,VACANT  ,N,1397157,414476,009300030040      ,B201703735,24,MT AUBURN,1344,
CONDEMNATION,0260,2221,RICE ST,HAZARD  ,CBHCODE ,  ,2221 RICE ST,VACANT  ,N,1397181,414491,009300030151      ,B201804904,24,MT AUBURN,1345,
CONDEMNATION,0330,606,RIDDLE RD,CIVIL1  ,CBHCODE ,  ,606 RIDDLE RD,VACANT  ,N,1393693,420222,009900030051      ,B201705782,17,UNIVERSITY HEIGHTS,1346,
CONDEMNATION,0330,610,RIDDLE RD,FINLNOTC,CBHCODE ,  ,610 RIDDLE RD,VACANT  ,N,1393636,420251,009900030029      ,B201705785,17,UNIVERSITY HEIGHTS,1347,
KEEP THE BUILDING VACANT,0330,662,RIDDLE RD,ORDERS  ,CBHCODE ,  ,662 RIDDLE RD,VACANT  ,N,1393022,420318,009900030002      ,B201908070,17,UNIVERSITY HEIGHTS,1348,
CONDEMNATION,0420,711,RIDGEWAY AV,ORDERS  ,CBHCODE ,  ,711 RIDGEWAY AV,VACANT  ,N,1402790,420721,010500020012      ,B201907475,31,AVONDALE,1349,
CONDEMNATION,0820,770,RIDGEWAY AV,HAZARD  ,CBHCODE ,  ,770 RIDGEWAY AV,VACANT  ,N,1403557,421297,010500030012      ,B201703644,31,AVONDALE,1350,
CONDEMNATION,0420,807,RIDGEWAY AV,VSUSPEND,CBHCODE ,  ,807 RIDGEWAY AV,VACANT  ,N,1403913,421257,010500030091      ,B201807079,31,AVONDALE,1351,
KEEP THE BUILDING VACANT,0420,809,RIDGEWAY AV,CIVIL1  ,CBHCODE ,  ,809 RIDGEWAY AV,VACANT  ,N,1403939,421255,010500030094      ,B201906271,31,AVONDALE,1352,
CONDEMNATION,0820,811,RIDGEWAY AV,ORDERS  ,CBHCODEC,  ,811 RIDGEWAY AV,VACANT  ,N,1404020,421262,010500030058      ,BC20190195,31,AVONDALE,1353,
KEEP THE BUILDING VACANT,0820,833,RIDGEWAY AV,ORDERS  ,CBHCODE ,  ,833 RIDGEWAY AV,VACANT  ,N,1404264,421272,006000030102      ,B201805064,31,AVONDALE,1354,
CONDEMNATION,0820,846,RIDGEWAY AV,CIVIL1  ,CBHCODE ,  ,846 RIDGEWAY AV,VACANT  ,N,1404462,421503,006000030021      ,B201403166,31,AVONDALE,1355,
KEEP THE BUILDING VACANT,1100,2507,RING PL,FINLNOTC,CBHCODE ,  ,2507 RING PL,VACANT  ,N,1385083,411004,017500130011      ,B201706748,9,EAST PRICE HILL,1356,
KEEP THE BUILDING VACANT,1100,2562,RING PL,CIVIL1  ,CBHCODE ,  ,2562 RING PL,VACANT  ,N,1384621,411669,017300060061      ,B201604175,9,EAST PRICE HILL,1357,
KEEP THE BUILDING VACANT,1100,2605,RING PL,ORDERS  ,CBHCODE ,  ,2605 RING PL,VACANT  ,N,1384231,411735,017300050048      ,B201807000,9,EAST PRICE HILL,1358,
CONDEMNATION,1230,2450,RIVER RD,CIVIL2  ,CBHCODE ,  ,2450 RIVER RD,VACANT  ,N,1384960,406750,015100010096      ,B201610050,48,SEDAMSVILLE-RIVERSIDE,1359,
KEEP THE BUILDING VACANT,1230,2516,RIVER RD,FINLNOTC,CBHCODE ,  ,2516 RIVER RD,VACANT  ,N,1384382,406002,015100020080      ,B201405185,48,SEDAMSVILLE-RIVERSIDE,1360,
KEEP THE BUILDING VACANT,1230,2518,RIVER RD,CIVIL1  ,CBHCODE ,  ,2518 RIVER RD,VACANT  ,N,1384365,405981,015100020142      ,B201602240,48,SEDAMSVILLE-RIVERSIDE,1361,
CONDEMNATION,1230,3116,RIVER RD,CIVIL2  ,CBHCODE ,  ,3116 RIVER RD,VACANT  ,N,1380437,402747,015300050071      ,B201500174,49,SEDAMSVILLE-RIVERSIDE,1362,
KEEP THE BUILDING VACANT,1230,3154,RIVER RD,FINLNOTC,CBHCODE ,  ,3154 RIVER RD,VACANT  ,N,1379975,402672,015300050101      ,B201804502,49,SEDAMSVILLE-RIVERSIDE,1363,
CONDEMNATION,1230,3188,RIVER RD,HAZARD  ,CBHCODE ,  ,3188 RIVER RD,VACANT  ,N,1379592,402535,015400010050      ,B201805694,49,SEDAMSVILLE-RIVERSIDE,1364,
KEEP THE BUILDING VACANT,1230,3712,RIVER RD,FINLNOTC,CBHCODE ,  ,3712 RIVER RD,VACANT  ,N,1373595,399974,015800620126      ,B201902562,49,SEDAMSVILLE-RIVERSIDE,1365,
CONDEMNATION,1240,3914,RIVER RD,CRIMINAL,CBHCODE ,  ,3914 RIVER RD,VACANT  ,N,1371259,399242,015900670076      ,B201504033,49,RIVERSIDE-SAYER PARK,1366,
CONDEMNATION ,1240,4078,RIVER RD,CRIMINAL,CBHCODE ,  ,4078 RIVER RD,VACANT  ,N,1369192,399187,015900690106      ,B201306261,49,RIVERSIDE-SAYER PARK,1367,
CONDEMNATION,1250,6536,RIVER RD,HAZARD  ,CBHCODE ,  ,6536 RIVER RD,VACANT  ,N,1346548,412096,016500030045      ,B201900240,10,SAYLER  PARK,1368,
KEEP THE BUILDING VACANT,0520,2114,RIVERSIDE DR,PREPROS ,CBHCODE ,  ,2114 RIVERSIDE DR,VACANT  ,N,1408579,414909,003200010100      ,B201706994,33,EAST END,1369,
CONDEMNATION,0530,2526,RIVERSIDE DR,HAZARD  ,CBHCODE ,  ,2526 RIVERSIDE DR,VACANT  ,N,1412244,415446,003100050038      ,B201205750,33,EAST END,1370,
CONDEMNATION,0530,263,ROBB ST,ORDERS  ,CBHCODE ,  ,263 ROBB ST,VACANT  ,N,1420508,408784,001300020030      ,B201904845,33,EAST END,1371,
CONDEMNATION,0820,533,ROCKDALE AV,ORDERS  ,CBHCODE ,  ,533 ROCKDALE AV,VACANT  ,N,1402397,423100,011300010064      ,B201906986,31,AVONDALE,1372,
KEEP THE BUILDING VACANT,0810,826,ROCKDALE AV,CIVIL1  ,CBHCODE ,  ,826 ROCKDALE AV,VACANT  ,N,1404254,423039,010700100015      ,B201500087,31,AVONDALE,1373,
KEEP THE BUILDING VACANT,0820,843,ROCKDALE AV,ORDERS  ,CBHCODE ,  ,843 ROCKDALE AV,VACANT  ,N,1404576,422820,010700110058      ,B201802922,31,AVONDALE,1374,
CONDEMNATION,0820,853,ROCKDALE AV,ORDERS  ,CBHCODE ,  ,853 ROCKDALE AV,VACANT  ,N,1404777,422804,010700110053      ,B201702933,31,AVONDALE,1375,
CONDEMNATION,0810,862,ROCKDALE AV,FINLNOTC,CBHCODE ,  ,862 ROCKDALE AV,VACANT  ,N,1404961,422943,010700110033      ,B201610734,31,AVONDALE,1376,
KEEP THE BUILDING VACANT,0810,874,ROCKDALE AV,CIVIL1  ,CBHCODE ,  ,874 ROCKDALE AV,VACANT  ,N,1405194,422901,010700110039      ,B201904294,31,AVONDALE,1377,
KEEP THE BUILDING VACANT,0820,879,ROCKDALE AV,VSUSPEND,CBHCODE ,  ,879 ROCKDALE AV,VACANT  ,N,1405168,422778,010700110043      ,B201805962,31,AVONDALE,1378,
KEEP THE BUILDING VACANT,0670,5700,ROE ST,ORDERS  ,CBHCODE ,  ,5700 ROE ST,VACANT  ,N,1430838,427067,003600040022      ,B201907897,50,MADISONVILLE,1379,
CONDEMNATION,0210,917,ROGERS PL,ORDERS  ,CBHCODE ,  ,917 ROGERS PL,VACANT  ,N,1403836,415380,006700010036      ,B201906429,29,WALNUT HILLS,1380,
KEEP THE BUILDING VACANT,0210,920,ROGERS PL,CIVIL2  ,CBHCODE ,  ,920 ROGERS PL,VACANT  ,N,1403917,415535,006700010047      ,B201705636,29,WALNUT HILLS,1381,
CONDEMNATION,0790,1671,ROSE PL,ORDERS  ,CBHCODE ,  ,1671 ROSE PL,VACANT  ,N,1410874,434583,011700050136      ,B201905850,19,BOND HILL,1382,
KEEP THE BUILDING VACANT,1140,718,ROSEMONT AV,PREPROS ,CBHCODE ,  ,718 ROSEMONT AV,VACANT  ,N,1377268,409589,017900760177      ,B201609038,46,WEST PRICE HILL,1383,
CONDEMNATION,1140,1117,ROSEMONT AV,ORDERS  ,CBHCODE ,  ,1117 ROSEMONT AV,VACANT  ,N,1377403,412240,017900750089      ,B201905574,46,WEST PRICE HILL,1384,
CONDEMNATION,1150,1658,ROSEMONT AV,VSUSPEND,CBHCODE ,  ,1658 ROSEMONT AV,VACANT  ,N,1377765,414497,018100010269      ,B201903220,46,WEST PRICE HILL,1385,
CONDEMNATION,1110,1016,ROSS AV,ORDERS  ,CBHCODE ,  ,1016 ROSS AV,VACANT  ,N,1379944,412275,017400070048      ,B201802215,9,EAST PRICE HILL,1386,
KEEP THE BUILDING VACANT,1090,1276,ROSS AV,CIVIL2  ,CBHCODE ,  ,1276 ROSS AV,VACANT  ,N,1380582,413419,017400040110      ,B201404663,9,EAST PRICE HILL,1387,
KEEP THE BUILDING VACANT,1090,1600,ROSS AV,CIVIL2  ,CBHCODE ,  ,1600 ROSS AV,VACANT  ,N,1380621,413499,020400140061      ,B201802293,9,EAST PRICE HILL,1388,
